repo,number,state,created_at,merged_at,closed_at,additions,deletions,changed_files,description_length,comments,reviews,time_to_merge,time_to_close
freeCodeCamp/freeCodeCamp,59574,MERGED,2025-04-03T15:43:28Z,2025-04-10T11:31:50Z,2025-04-10T11:31:50Z,35,13,3,823,3,5,163.8061111111111,163.8061111111111
freeCodeCamp/freeCodeCamp,59570,MERGED,2025-04-03T14:49:04Z,2025-04-03T16:27:39Z,2025-04-03T16:27:39Z,29,2,1,818,0,2,1.6430555555555555,1.6430555555555555
freeCodeCamp/freeCodeCamp,59569,MERGED,2025-04-03T13:40:08Z,2025-04-03T16:02:05Z,2025-04-03T16:02:05Z,75,119,9,775,3,2,2.3658333333333332,2.3658333333333332
freeCodeCamp/freeCodeCamp,59560,MERGED,2025-04-03T01:36:32Z,2025-04-03T06:36:47Z,2025-04-03T06:36:47Z,1,1,1,462,1,2,5.004166666666666,5.004166666666666
freeCodeCamp/freeCodeCamp,59559,MERGED,2025-04-02T23:38:02Z,2025-04-03T15:09:33Z,2025-04-03T15:09:33Z,2,1,1,1071,0,2,15.525277777777777,15.525277777777777
freeCodeCamp/freeCodeCamp,59556,MERGED,2025-04-02T18:31:56Z,2025-04-03T12:14:49Z,2025-04-03T12:14:49Z,8,0,1,1037,0,5,17.71472222222222,17.71472222222222
freeCodeCamp/freeCodeCamp,59552,MERGED,2025-04-02T15:57:13Z,2025-04-04T18:04:34Z,2025-04-04T18:04:34Z,391,50,2,870,0,3,50.1225,50.1225
freeCodeCamp/freeCodeCamp,59550,MERGED,2025-04-02T15:35:20Z,2025-04-03T05:55:38Z,2025-04-03T05:55:38Z,13,1,1,792,0,2,14.338333333333333,14.338333333333333
freeCodeCamp/freeCodeCamp,59548,MERGED,2025-04-02T14:38:01Z,2025-04-04T17:10:58Z,2025-04-04T17:10:58Z,246,1,2,750,1,3,50.549166666666665,50.549166666666665
freeCodeCamp/freeCodeCamp,59547,MERGED,2025-04-02T12:26:09Z,2025-04-02T14:50:04Z,2025-04-02T14:50:04Z,10,70,10,45,0,2,2.3986111111111112,2.3986111111111112
freeCodeCamp/freeCodeCamp,59542,MERGED,2025-04-02T09:54:09Z,2025-04-07T17:17:29Z,2025-04-07T17:17:29Z,8,8,8,855,1,2,127.38888888888889,127.38888888888889
freeCodeCamp/freeCodeCamp,59541,MERGED,2025-04-02T09:22:16Z,2025-04-10T15:05:08Z,2025-04-10T15:05:08Z,42,10,3,961,0,3,197.71444444444444,197.71444444444444
freeCodeCamp/freeCodeCamp,59540,MERGED,2025-04-02T03:21:13Z,2025-04-03T18:53:19Z,2025-04-03T18:53:19Z,1,1,1,750,0,2,39.535,39.535
freeCodeCamp/freeCodeCamp,59539,MERGED,2025-04-01T21:46:01Z,2025-04-03T18:47:34Z,2025-04-03T18:47:34Z,7,1,1,952,0,2,45.02583333333333,45.02583333333333
freeCodeCamp/freeCodeCamp,59537,MERGED,2025-04-01T19:50:50Z,2025-04-03T05:57:35Z,2025-04-03T05:57:35Z,4,4,4,750,0,3,34.1125,34.1125
freeCodeCamp/freeCodeCamp,59534,MERGED,2025-04-01T13:35:58Z,2025-04-02T08:41:10Z,2025-04-02T08:41:10Z,3,3,1,420,2,3,19.086666666666666,19.086666666666666
freeCodeCamp/freeCodeCamp,59531,MERGED,2025-04-01T08:42:26Z,2025-04-01T14:31:13Z,2025-04-01T14:31:13Z,1,1,1,750,0,2,5.813055555555556,5.813055555555556
freeCodeCamp/freeCodeCamp,59529,MERGED,2025-04-01T03:17:07Z,2025-04-02T09:45:59Z,2025-04-02T09:45:59Z,6,7,1,843,0,3,30.48111111111111,30.48111111111111
freeCodeCamp/freeCodeCamp,59528,CLOSED,2025-04-01T01:49:15Z,,2025-04-01T04:51:35Z,6,18,1,834,1,1,,3.0388888888888888
freeCodeCamp/freeCodeCamp,59527,MERGED,2025-04-01T01:29:05Z,2025-04-01T04:51:02Z,2025-04-01T04:51:03Z,6,18,1,750,0,2,3.3658333333333332,3.3658333333333332
freeCodeCamp/freeCodeCamp,59524,MERGED,2025-03-31T21:50:21Z,2025-04-01T04:48:23Z,2025-04-01T04:48:23Z,1,1,1,750,0,2,6.967222222222222,6.967222222222222
freeCodeCamp/freeCodeCamp,59523,MERGED,2025-03-31T19:50:03Z,2025-04-10T14:56:43Z,2025-04-10T14:56:43Z,280,401,7,1149,6,6,235.11111111111111,235.11111111111111
freeCodeCamp/freeCodeCamp,59522,MERGED,2025-03-31T19:00:03Z,2025-04-03T14:16:02Z,2025-04-03T14:16:02Z,9,2,1,750,1,5,67.26638888888888,67.26638888888888
freeCodeCamp/freeCodeCamp,59521,MERGED,2025-03-31T18:39:53Z,2025-04-01T04:56:25Z,2025-04-01T04:56:25Z,2,2,1,750,0,2,10.275555555555556,10.275555555555556
freeCodeCamp/freeCodeCamp,59520,CLOSED,2025-03-31T17:23:27Z,,2025-04-07T09:26:04Z,279,1,2,2522,11,2,,160.04361111111112
freeCodeCamp/freeCodeCamp,59519,MERGED,2025-03-31T16:50:16Z,2025-04-01T04:40:04Z,2025-04-01T04:40:04Z,12,14,1,868,0,2,11.83,11.83
freeCodeCamp/freeCodeCamp,59517,MERGED,2025-03-31T14:31:39Z,2025-04-10T14:51:13Z,2025-04-10T14:51:13Z,988,789,2,650,1,2,240.32611111111112,240.32611111111112
freeCodeCamp/freeCodeCamp,59516,MERGED,2025-03-31T14:10:42Z,2025-03-31T16:41:36Z,2025-03-31T16:41:36Z,1,1,1,47,0,2,2.515,2.515
freeCodeCamp/freeCodeCamp,59514,MERGED,2025-03-31T12:26:29Z,2025-03-31T16:42:38Z,2025-03-31T16:42:38Z,690,250,20,45,0,2,4.269166666666667,4.269166666666667
freeCodeCamp/freeCodeCamp,59510,MERGED,2025-03-31T06:55:51Z,2025-03-31T15:59:48Z,2025-03-31T15:59:48Z,1,1,1,750,0,2,9.065833333333334,9.065833333333334
freeCodeCamp/freeCodeCamp,59508,MERGED,2025-03-31T05:33:26Z,2025-04-03T18:41:17Z,2025-04-03T18:41:17Z,9,0,1,927,0,2,85.13083333333333,85.13083333333333
freeCodeCamp/freeCodeCamp,59507,MERGED,2025-03-30T20:54:37Z,2025-04-02T16:54:00Z,2025-04-02T16:54:00Z,2,2,1,843,1,2,67.98972222222223,67.98972222222223
freeCodeCamp/freeCodeCamp,59503,MERGED,2025-03-29T23:43:57Z,2025-04-01T05:46:12Z,2025-04-01T05:46:12Z,2,2,1,750,2,2,54.0375,54.0375
freeCodeCamp/freeCodeCamp,59501,MERGED,2025-03-29T20:34:46Z,2025-04-10T10:00:43Z,2025-04-10T10:00:43Z,4,24,1,908,0,8,277.4325,277.4325
freeCodeCamp/freeCodeCamp,59499,MERGED,2025-03-29T16:39:46Z,2025-03-31T06:27:38Z,2025-03-31T06:27:38Z,1,1,1,733,3,2,37.797777777777775,37.797777777777775
freeCodeCamp/freeCodeCamp,59497,MERGED,2025-03-29T15:28:43Z,2025-03-29T18:41:59Z,2025-03-29T18:41:59Z,1,1,1,600,0,2,3.221111111111111,3.221111111111111
freeCodeCamp/freeCodeCamp,59492,MERGED,2025-03-29T00:44:42Z,2025-04-03T16:42:27Z,2025-04-03T16:42:27Z,43,35,1,410,1,3,135.9625,135.9625
freeCodeCamp/freeCodeCamp,59491,MERGED,2025-03-29T00:28:33Z,2025-03-29T19:13:16Z,2025-03-29T19:13:16Z,1,1,1,893,2,2,18.745277777777776,18.745277777777776
freeCodeCamp/freeCodeCamp,59490,MERGED,2025-03-29T00:21:25Z,2025-04-09T15:45:02Z,2025-04-09T15:45:02Z,66,62,1,829,3,13,279.3936111111111,279.3936111111111
freeCodeCamp/freeCodeCamp,59488,MERGED,2025-03-28T21:38:20Z,2025-04-07T16:10:59Z,2025-04-07T16:10:59Z,228,5,2,799,0,3,234.54416666666665,234.54416666666665
freeCodeCamp/freeCodeCamp,59487,MERGED,2025-03-28T21:01:31Z,2025-03-30T00:40:29Z,2025-03-30T00:40:29Z,4,4,1,1042,1,2,27.649444444444445,27.649444444444445
freeCodeCamp/freeCodeCamp,59486,MERGED,2025-03-28T20:55:08Z,2025-04-04T10:41:12Z,2025-04-04T10:41:12Z,237,7,3,798,2,2,157.76777777777778,157.76777777777778
freeCodeCamp/freeCodeCamp,59485,MERGED,2025-03-28T20:21:28Z,2025-04-07T16:20:05Z,2025-04-07T16:20:05Z,357,11,3,798,0,3,235.97694444444446,235.97694444444446
freeCodeCamp/freeCodeCamp,59484,MERGED,2025-03-28T19:26:42Z,2025-03-31T18:05:56Z,2025-03-31T18:05:56Z,4,4,7,551,0,2,70.65388888888889,70.65388888888889
freeCodeCamp/freeCodeCamp,59478,MERGED,2025-03-28T11:16:56Z,2025-04-02T14:09:49Z,2025-04-02T14:09:49Z,26,60,7,656,1,2,122.88138888888889,122.88138888888889
freeCodeCamp/freeCodeCamp,59475,MERGED,2025-03-28T09:25:12Z,2025-03-28T16:53:21Z,2025-03-28T16:53:21Z,3,13,1,970,1,2,7.469166666666666,7.469166666666666
freeCodeCamp/freeCodeCamp,59474,MERGED,2025-03-28T09:01:54Z,2025-03-28T16:44:57Z,2025-03-28T16:44:57Z,160,155,55,854,1,2,7.7175,7.7175
freeCodeCamp/freeCodeCamp,59473,MERGED,2025-03-28T00:43:52Z,2025-04-11T07:42:07Z,2025-04-11T07:42:07Z,603,34,6,798,2,7,342.97083333333336,342.97083333333336
freeCodeCamp/freeCodeCamp,59472,MERGED,2025-03-27T19:49:01Z,2025-03-28T05:05:49Z,2025-03-28T05:05:49Z,1,1,1,750,2,2,9.28,9.28
freeCodeCamp/freeCodeCamp,59471,MERGED,2025-03-27T18:27:01Z,2025-03-28T05:31:40Z,2025-03-28T05:31:40Z,1,1,1,47,1,2,11.0775,11.0775
freeCodeCamp/freeCodeCamp,59470,MERGED,2025-03-27T18:12:24Z,2025-03-31T16:44:22Z,2025-03-31T16:44:22Z,0,323,12,763,0,2,94.53277777777778,94.53277777777778
freeCodeCamp/freeCodeCamp,59468,MERGED,2025-03-27T16:31:12Z,2025-03-31T06:28:49Z,2025-03-31T06:28:49Z,0,3,1,1049,0,2,85.96027777777778,85.96027777777778
freeCodeCamp/freeCodeCamp,59467,MERGED,2025-03-27T15:44:19Z,2025-03-27T19:49:35Z,2025-03-27T19:49:35Z,1,0,1,869,2,3,4.087777777777778,4.087777777777778
freeCodeCamp/freeCodeCamp,59466,MERGED,2025-03-27T15:40:43Z,2025-03-31T16:31:29Z,2025-03-31T16:31:29Z,7,0,1,255,0,2,96.84611111111111,96.84611111111111
freeCodeCamp/freeCodeCamp,59464,MERGED,2025-03-27T12:07:54Z,2025-03-27T13:48:33Z,2025-03-27T13:48:33Z,1,1,1,985,0,2,1.6775,1.6775
freeCodeCamp/freeCodeCamp,59463,MERGED,2025-03-27T10:21:29Z,2025-03-27T13:47:55Z,2025-03-27T13:47:55Z,2,2,1,410,0,2,3.4405555555555556,3.4405555555555556
freeCodeCamp/freeCodeCamp,59461,MERGED,2025-03-27T08:33:04Z,2025-03-28T03:37:41Z,2025-03-28T03:37:41Z,14,36,4,852,0,3,19.076944444444443,19.076944444444443
freeCodeCamp/freeCodeCamp,59458,MERGED,2025-03-27T07:39:46Z,2025-03-27T10:16:44Z,2025-03-27T10:16:44Z,1,1,1,409,0,2,2.616111111111111,2.616111111111111
freeCodeCamp/freeCodeCamp,59457,MERGED,2025-03-27T01:35:00Z,2025-03-27T05:17:34Z,2025-03-27T05:17:34Z,1,1,1,750,0,2,3.7094444444444443,3.7094444444444443
freeCodeCamp/freeCodeCamp,59452,MERGED,2025-03-26T16:55:35Z,2025-03-27T17:16:17Z,2025-03-27T17:16:17Z,4,4,3,751,1,3,24.345,24.345
freeCodeCamp/freeCodeCamp,59446,MERGED,2025-03-26T13:20:46Z,2025-03-26T21:34:06Z,2025-03-26T21:34:06Z,5,25,10,783,0,2,8.222222222222221,8.222222222222221
freeCodeCamp/freeCodeCamp,59445,MERGED,2025-03-26T12:26:32Z,2025-03-26T14:03:51Z,2025-03-26T14:03:51Z,20,20,10,45,0,2,1.6219444444444444,1.6219444444444444
freeCodeCamp/freeCodeCamp,59443,MERGED,2025-03-26T11:09:17Z,2025-03-26T13:52:38Z,2025-03-26T13:52:38Z,2,0,1,940,0,2,2.7225,2.7225
freeCodeCamp/freeCodeCamp,59442,MERGED,2025-03-26T10:45:07Z,2025-03-27T13:40:30Z,2025-03-27T13:40:30Z,553,812,133,1023,2,2,26.923055555555557,26.923055555555557
freeCodeCamp/freeCodeCamp,59441,MERGED,2025-03-26T10:35:33Z,2025-03-28T00:06:39Z,2025-03-28T00:06:39Z,98,1,2,750,1,4,37.51833333333333,37.51833333333333
freeCodeCamp/freeCodeCamp,59436,MERGED,2025-03-25T19:48:16Z,2025-03-26T04:06:12Z,2025-03-26T04:06:12Z,2,0,1,750,0,3,8.29888888888889,8.29888888888889
freeCodeCamp/freeCodeCamp,59433,MERGED,2025-03-25T16:11:57Z,2025-03-25T17:57:07Z,2025-03-25T17:57:07Z,6,6,6,750,0,2,1.7527777777777778,1.7527777777777778
freeCodeCamp/freeCodeCamp,59432,MERGED,2025-03-25T15:24:29Z,2025-03-25T21:14:42Z,2025-03-25T21:14:42Z,8,8,1,750,0,5,5.836944444444445,5.836944444444445
freeCodeCamp/freeCodeCamp,59429,MERGED,2025-03-25T12:05:04Z,2025-03-25T14:24:25Z,2025-03-25T14:24:25Z,2,2,1,435,0,2,2.3225,2.3225
freeCodeCamp/freeCodeCamp,59425,MERGED,2025-03-25T09:29:21Z,2025-03-25T18:28:26Z,2025-03-25T18:28:26Z,2,2,1,928,0,2,8.984722222222222,8.984722222222222
freeCodeCamp/freeCodeCamp,59420,MERGED,2025-03-25T09:06:44Z,2025-03-27T04:01:51Z,2025-03-27T04:01:51Z,102,177,2,881,0,2,42.91861111111111,42.91861111111111
freeCodeCamp/freeCodeCamp,59418,CLOSED,2025-03-25T08:10:38Z,,2025-03-25T17:15:17Z,54,17,1,0,0,1,,9.0775
freeCodeCamp/freeCodeCamp,59416,MERGED,2025-03-25T06:30:54Z,2025-03-25T07:44:36Z,2025-03-25T07:44:36Z,6,6,2,1436,1,3,1.2283333333333333,1.2283333333333333
freeCodeCamp/freeCodeCamp,59414,MERGED,2025-03-25T04:51:27Z,2025-03-25T05:53:15Z,2025-03-25T05:53:15Z,2,2,2,819,0,2,1.03,1.03
freeCodeCamp/freeCodeCamp,59411,MERGED,2025-03-25T02:25:37Z,2025-03-25T18:54:44Z,2025-03-25T18:54:44Z,2,2,2,750,0,3,16.485277777777778,16.485277777777778
freeCodeCamp/freeCodeCamp,59410,MERGED,2025-03-25T00:37:17Z,2025-03-27T13:46:03Z,2025-03-27T13:46:03Z,2,2,1,753,2,3,61.14611111111111,61.14611111111111
freeCodeCamp/freeCodeCamp,59405,MERGED,2025-03-24T15:17:43Z,2025-03-25T08:08:11Z,2025-03-25T08:08:11Z,99,76,7,750,1,2,16.84111111111111,16.84111111111111
freeCodeCamp/freeCodeCamp,59403,MERGED,2025-03-24T14:13:15Z,2025-03-24T15:28:01Z,2025-03-24T15:28:01Z,1,1,1,47,0,2,1.2461111111111112,1.2461111111111112
freeCodeCamp/freeCodeCamp,59401,MERGED,2025-03-24T14:02:25Z,2025-03-25T08:17:25Z,2025-03-25T08:17:25Z,8,4,3,894,0,2,18.25,18.25
freeCodeCamp/freeCodeCamp,59400,MERGED,2025-03-24T13:08:02Z,2025-03-27T13:37:22Z,2025-03-27T13:37:22Z,13,5,4,750,11,11,72.4888888888889,72.4888888888889
freeCodeCamp/freeCodeCamp,59398,MERGED,2025-03-24T12:26:09Z,2025-03-24T15:41:58Z,2025-03-24T15:41:58Z,82,202,20,45,0,2,3.263611111111111,3.263611111111111
freeCodeCamp/freeCodeCamp,59395,MERGED,2025-03-24T05:43:54Z,2025-03-24T14:01:20Z,2025-03-24T14:01:20Z,10,7,3,736,0,2,8.290555555555555,8.290555555555555
freeCodeCamp/freeCodeCamp,59394,MERGED,2025-03-23T23:56:47Z,2025-03-24T05:10:25Z,2025-03-24T05:10:25Z,1,1,1,395,0,2,5.227222222222222,5.227222222222222
freeCodeCamp/freeCodeCamp,59393,MERGED,2025-03-23T23:44:18Z,2025-03-24T05:00:30Z,2025-03-24T05:00:30Z,2,2,1,410,0,2,5.27,5.27
freeCodeCamp/freeCodeCamp,59392,MERGED,2025-03-23T19:29:17Z,2025-03-24T05:00:56Z,2025-03-24T05:00:56Z,1,1,1,750,0,2,9.5275,9.5275
freeCodeCamp/freeCodeCamp,59391,CLOSED,2025-03-23T19:10:17Z,,2025-03-25T10:17:46Z,8,8,1,414,3,1,,39.124722222222225
freeCodeCamp/freeCodeCamp,59385,MERGED,2025-03-22T21:35:10Z,2025-03-23T00:33:57Z,2025-03-23T00:33:57Z,1,1,1,545,0,2,2.979722222222222,2.979722222222222
freeCodeCamp/freeCodeCamp,59382,MERGED,2025-03-21T16:35:18Z,2025-03-21T18:11:42Z,2025-03-21T18:11:42Z,4,2,1,863,0,2,1.6066666666666667,1.6066666666666667
freeCodeCamp/freeCodeCamp,59377,MERGED,2025-03-21T13:18:59Z,2025-03-21T15:25:29Z,2025-03-21T15:25:29Z,0,4,1,758,1,2,2.1083333333333334,2.1083333333333334
freeCodeCamp/freeCodeCamp,59376,MERGED,2025-03-21T13:17:30Z,2025-03-25T11:03:22Z,2025-03-25T11:03:22Z,0,26,20,938,3,6,93.76444444444445,93.76444444444445
freeCodeCamp/freeCodeCamp,59375,MERGED,2025-03-21T12:58:42Z,2025-03-21T16:07:44Z,2025-03-21T16:07:44Z,1,1,1,750,0,2,3.1505555555555556,3.1505555555555556
freeCodeCamp/freeCodeCamp,59370,MERGED,2025-03-21T09:37:51Z,2025-03-21T15:36:51Z,2025-03-21T15:36:51Z,3,3,1,752,1,2,5.983333333333333,5.983333333333333
freeCodeCamp/freeCodeCamp,59369,MERGED,2025-03-21T09:20:33Z,2025-04-03T06:47:54Z,2025-04-03T06:47:54Z,35,17,2,1192,0,3,309.4558333333333,309.4558333333333
freeCodeCamp/freeCodeCamp,59367,MERGED,2025-03-21T07:50:37Z,2025-03-21T10:06:01Z,2025-03-21T10:06:01Z,1,1,1,758,3,2,2.256666666666667,2.256666666666667
freeCodeCamp/freeCodeCamp,59366,MERGED,2025-03-21T06:33:01Z,2025-03-21T15:34:26Z,2025-03-21T15:34:26Z,2,2,1,794,0,3,9.02361111111111,9.02361111111111
freeCodeCamp/freeCodeCamp,59365,CLOSED,2025-03-21T05:36:46Z,,2025-03-21T10:06:34Z,1,1,1,994,2,1,,4.496666666666667
freeCodeCamp/freeCodeCamp,59362,MERGED,2025-03-20T20:59:06Z,2025-03-21T05:02:59Z,2025-03-21T05:02:59Z,1,1,1,750,0,2,8.064722222222223,8.064722222222223
freeCodeCamp/freeCodeCamp,59361,MERGED,2025-03-20T20:03:53Z,2025-04-07T19:18:58Z,2025-04-07T19:18:59Z,8,4,1,1122,1,4,431.25138888888887,431.25138888888887
freeCodeCamp/freeCodeCamp,59359,MERGED,2025-03-20T19:05:49Z,2025-03-24T08:48:20Z,2025-03-24T08:48:20Z,91,245,1,630,0,2,85.70861111111111,85.70861111111111
freeCodeCamp/freeCodeCamp,59358,CLOSED,2025-03-20T18:42:08Z,,2025-03-21T05:17:04Z,4,3,1,884,2,1,,10.582222222222223
freeCodeCamp/freeCodeCamp,59355,MERGED,2025-03-20T14:15:37Z,2025-03-21T16:36:21Z,2025-03-21T16:36:21Z,8,1,1,751,0,4,26.345555555555556,26.345555555555556
freeCodeCamp/freeCodeCamp,59354,MERGED,2025-03-20T12:08:40Z,2025-04-09T16:57:07Z,2025-04-09T16:57:07Z,13989,22,139,549,4,7,484.8075,484.8075
