repo,number,state,created_at,merged_at,closed_at,additions,deletions,changed_files,description_length,comments,reviews,time_to_merge,time_to_close
freeCodeCamp/freeCodeCamp,14115,MERGED,2017-03-27T08:15:10Z,2017-04-19T16:09:13Z,2017-04-19T16:09:13Z,17,17,5,2022,12,13,559.9008333333334,559.9008333333334
freeCodeCamp/freeCodeCamp,14117,MERGED,2017-03-27T11:47:38Z,2017-04-04T21:51:29Z,2017-04-04T21:51:29Z,1,1,1,2302,12,2,202.06416666666667,202.06416666666667
freeCodeCamp/freeCodeCamp,14121,MERGED,2017-03-27T22:23:21Z,2017-03-29T07:00:48Z,2017-03-29T07:00:48Z,1,1,1,1960,0,1,32.62416666666667,32.62416666666667
freeCodeCamp/freeCodeCamp,14146,CLOSED,2017-03-29T14:30:22Z,,2017-04-04T21:23:12Z,1,1,1,8010,1,1,,150.88055555555556
freeCodeCamp/freeCodeCamp,14158,MERGED,2017-03-30T17:59:00Z,2017-04-24T16:01:44Z,2017-04-24T16:01:45Z,5,3,1,2163,0,1,598.0455555555556,598.0455555555556
freeCodeCamp/freeCodeCamp,14164,MERGED,2017-03-31T01:04:38Z,2017-04-16T17:04:58Z,2017-04-16T17:04:58Z,1,1,1,2006,1,1,400.00555555555553,400.00555555555553
freeCodeCamp/freeCodeCamp,14165,MERGED,2017-03-31T02:05:09Z,2017-04-05T11:56:30Z,2017-04-05T11:56:30Z,1,1,1,1966,1,1,129.85583333333332,129.85583333333332
freeCodeCamp/freeCodeCamp,14195,MERGED,2017-04-01T19:48:17Z,2017-04-16T16:54:25Z,2017-04-16T16:54:25Z,2,2,1,2326,9,1,357.1022222222222,357.1022222222222
freeCodeCamp/freeCodeCamp,14212,CLOSED,2017-04-02T15:40:32Z,,2017-09-02T01:08:57Z,2,2,1,2044,2,5,,3657.473611111111
freeCodeCamp/freeCodeCamp,14214,CLOSED,2017-04-02T16:56:37Z,,2017-09-02T03:27:11Z,5,2,1,2041,5,3,,3658.5094444444444
freeCodeCamp/freeCodeCamp,14237,MERGED,2017-04-04T15:09:13Z,2017-04-04T22:18:18Z,2017-04-04T22:18:18Z,1,1,1,2304,0,1,7.151388888888889,7.151388888888889
freeCodeCamp/freeCodeCamp,14276,MERGED,2017-04-06T19:30:08Z,2017-04-13T13:38:15Z,2017-04-13T13:38:16Z,5,10,1,2003,2,1,162.1352777777778,162.1352777777778
freeCodeCamp/freeCodeCamp,14277,MERGED,2017-04-06T19:46:04Z,2017-04-07T18:31:59Z,2017-04-07T18:32:00Z,2,28,1,2090,1,1,22.76527777777778,22.76527777777778
freeCodeCamp/freeCodeCamp,14341,MERGED,2017-04-10T21:42:57Z,2017-04-13T20:48:26Z,2017-04-13T20:48:26Z,1,1,1,2278,3,1,71.09138888888889,71.09138888888889
freeCodeCamp/freeCodeCamp,14390,MERGED,2017-04-13T23:45:12Z,2017-07-26T01:37:24Z,2017-07-26T01:37:25Z,1,1,1,2438,8,1,2473.87,2473.87
freeCodeCamp/freeCodeCamp,14406,MERGED,2017-04-14T23:17:04Z,2017-04-24T16:20:58Z,2017-04-24T16:20:58Z,2,61,1,1986,0,1,233.065,233.065
freeCodeCamp/freeCodeCamp,14426,MERGED,2017-04-16T02:35:08Z,2017-04-16T17:52:07Z,2017-04-16T17:52:07Z,6,6,1,1086,3,2,15.283055555555556,15.283055555555556
freeCodeCamp/freeCodeCamp,14448,MERGED,2017-04-17T05:51:07Z,2017-04-17T18:22:42Z,2017-04-17T18:22:42Z,2,1,1,2090,4,1,12.526388888888889,12.526388888888889
freeCodeCamp/freeCodeCamp,14483,MERGED,2017-04-19T00:23:47Z,2017-04-21T10:51:56Z,2017-04-21T10:51:56Z,1,1,1,0,1,1,58.469166666666666,58.469166666666666
freeCodeCamp/freeCodeCamp,14506,CLOSED,2017-04-20T10:07:02Z,,2017-09-02T01:08:58Z,1,1,1,2169,0,2,,3231.032222222222
freeCodeCamp/freeCodeCamp,14512,MERGED,2017-04-20T17:54:08Z,2017-06-13T03:00:38Z,2017-06-13T03:00:38Z,1,0,1,2403,8,1,1281.1083333333333,1281.1083333333333
freeCodeCamp/freeCodeCamp,14521,MERGED,2017-04-21T15:24:18Z,2017-04-24T16:48:29Z,2017-04-24T16:48:29Z,1,1,1,2068,1,1,73.40305555555555,73.40305555555555
freeCodeCamp/freeCodeCamp,14549,MERGED,2017-04-23T06:46:43Z,2017-06-27T12:10:25Z,2017-06-27T12:10:25Z,7,7,1,2496,2,1,1565.395,1565.395
freeCodeCamp/freeCodeCamp,14578,MERGED,2017-04-24T19:11:17Z,2017-06-27T12:33:38Z,2017-06-27T12:33:38Z,2,2,1,2579,4,2,1529.3725,1529.3725
freeCodeCamp/freeCodeCamp,14590,MERGED,2017-04-25T20:43:37Z,2017-04-27T07:23:04Z,2017-04-27T07:23:04Z,85,64,1,1990,8,2,34.6575,34.6575
freeCodeCamp/freeCodeCamp,14605,MERGED,2017-04-26T21:28:22Z,2017-05-03T19:52:58Z,2017-05-03T19:52:58Z,20462,97,1,911,4,1,166.41,166.41
freeCodeCamp/freeCodeCamp,14609,MERGED,2017-04-26T23:47:47Z,2017-05-19T04:46:36Z,2017-05-19T04:46:36Z,36,35,3,93,3,4,532.9802777777778,532.9802777777778
freeCodeCamp/freeCodeCamp,14624,CLOSED,2017-04-28T03:38:04Z,,2017-05-15T17:27:09Z,8,14,4,2361,1,7,,421.81805555555553
freeCodeCamp/freeCodeCamp,14626,MERGED,2017-04-28T04:33:00Z,2017-04-28T06:49:50Z,2017-04-28T06:49:50Z,1,1,1,2173,0,1,2.2805555555555554,2.2805555555555554
freeCodeCamp/freeCodeCamp,14671,MERGED,2017-05-01T18:39:51Z,2017-05-04T13:00:41Z,2017-05-04T13:00:41Z,1,1,1,2069,3,1,66.34722222222223,66.34722222222223
freeCodeCamp/freeCodeCamp,14684,MERGED,2017-05-02T19:40:17Z,2017-05-03T16:52:35Z,2017-05-03T16:52:35Z,2,2,1,1952,4,1,21.205,21.205
freeCodeCamp/freeCodeCamp,14690,MERGED,2017-05-03T05:39:46Z,2017-05-03T17:42:31Z,2017-05-03T17:42:32Z,2,1,1,2121,7,3,12.045833333333333,12.045833333333333
freeCodeCamp/freeCodeCamp,14697,MERGED,2017-05-03T15:15:28Z,2017-05-03T17:08:05Z,2017-05-03T17:08:05Z,1,1,1,2051,1,1,1.8769444444444445,1.8769444444444445
freeCodeCamp/freeCodeCamp,14706,MERGED,2017-05-03T20:40:49Z,2017-07-02T17:03:52Z,2017-07-02T17:03:53Z,20541,0,1,1429,3,1,1436.3841666666667,1436.3841666666667
freeCodeCamp/freeCodeCamp,14748,MERGED,2017-05-06T11:56:40Z,2017-05-07T02:05:33Z,2017-05-07T02:05:33Z,2,2,1,2104,1,1,14.148055555555555,14.148055555555555
freeCodeCamp/freeCodeCamp,14769,MERGED,2017-05-07T21:16:06Z,2017-05-08T14:59:01Z,2017-05-08T14:59:01Z,0,1,1,1939,1,1,17.71527777777778,17.71527777777778
freeCodeCamp/freeCodeCamp,14790,MERGED,2017-05-09T08:31:15Z,2017-05-14T17:52:52Z,2017-05-14T17:52:52Z,1,1,1,2174,1,1,129.36027777777778,129.36027777777778
freeCodeCamp/freeCodeCamp,14799,MERGED,2017-05-10T00:21:50Z,2017-05-30T18:29:27Z,2017-05-30T18:29:28Z,4,4,1,1456,3,5,498.12694444444446,498.12694444444446
freeCodeCamp/freeCodeCamp,14827,MERGED,2017-05-11T20:50:34Z,2017-05-14T17:42:24Z,2017-05-14T17:42:24Z,2,2,1,2057,0,1,68.8638888888889,68.8638888888889
freeCodeCamp/freeCodeCamp,14847,MERGED,2017-05-12T22:05:39Z,2017-05-14T17:39:28Z,2017-05-14T17:39:29Z,1,0,1,2144,0,1,43.56361111111111,43.56361111111111
freeCodeCamp/freeCodeCamp,14857,MERGED,2017-05-13T12:44:14Z,2017-05-14T17:19:40Z,2017-05-14T17:19:40Z,1,1,1,2133,2,1,28.590555555555557,28.590555555555557
freeCodeCamp/freeCodeCamp,14859,MERGED,2017-05-13T16:36:04Z,2017-05-14T17:23:17Z,2017-05-14T17:23:17Z,2,2,1,1987,5,1,24.786944444444444,24.786944444444444
freeCodeCamp/freeCodeCamp,14889,CLOSED,2017-05-16T05:50:08Z,,2017-06-21T22:40:38Z,2,1,1,1980,5,1,,880.8416666666667
freeCodeCamp/freeCodeCamp,14923,MERGED,2017-05-17T20:01:06Z,2017-05-25T02:20:45Z,2017-05-25T02:20:45Z,1,1,1,2249,4,1,174.3275,174.3275
freeCodeCamp/freeCodeCamp,14927,CLOSED,2017-05-18T02:47:26Z,,2017-09-02T01:08:58Z,754,61,36,4118,7,4,,2566.358888888889
freeCodeCamp/freeCodeCamp,14958,MERGED,2017-05-19T21:55:59Z,2017-05-30T02:04:04Z,2017-05-30T02:04:04Z,1,1,1,2052,0,1,244.13472222222222,244.13472222222222
freeCodeCamp/freeCodeCamp,14961,MERGED,2017-05-20T03:33:13Z,2017-06-05T15:46:05Z,2017-06-05T15:46:05Z,15,9,6,2097,4,10,396.21444444444444,396.21444444444444
freeCodeCamp/freeCodeCamp,14979,MERGED,2017-05-21T19:09:58Z,2017-06-21T22:43:41Z,2017-06-21T22:43:41Z,37,26,2,2116,13,3,747.5619444444444,747.5619444444444
freeCodeCamp/freeCodeCamp,15022,MERGED,2017-05-24T03:03:35Z,2017-08-09T01:22:10Z,2017-08-09T01:22:10Z,76,63,5,3715,17,4,1846.3097222222223,1846.3097222222223
freeCodeCamp/freeCodeCamp,15058,MERGED,2017-05-26T11:00:32Z,2017-05-30T16:45:12Z,2017-05-30T16:45:12Z,47,95,1,2320,2,2,101.74444444444444,101.74444444444444
freeCodeCamp/freeCodeCamp,15059,MERGED,2017-05-26T13:18:10Z,2017-05-27T13:12:49Z,2017-05-27T13:12:49Z,1,1,1,255,5,1,23.910833333333333,23.910833333333333
freeCodeCamp/freeCodeCamp,15061,MERGED,2017-05-26T16:30:03Z,2017-05-30T01:55:26Z,2017-05-30T01:55:26Z,3,1,1,1984,1,1,81.42305555555555,81.42305555555555
freeCodeCamp/freeCodeCamp,15064,MERGED,2017-05-26T18:59:42Z,2017-06-10T05:55:01Z,2017-06-10T05:55:01Z,15,2,3,563,6,3,346.9219444444444,346.9219444444444
freeCodeCamp/freeCodeCamp,15083,MERGED,2017-05-27T19:36:13Z,2017-05-29T22:00:22Z,2017-05-29T22:00:22Z,8,8,1,2195,6,2,50.4025,50.4025
freeCodeCamp/freeCodeCamp,15119,MERGED,2017-05-30T01:51:13Z,2017-05-30T16:35:22Z,2017-05-30T16:35:22Z,17,0,1,2246,1,1,14.735833333333334,14.735833333333334
freeCodeCamp/freeCodeCamp,15142,MERGED,2017-05-31T18:33:48Z,2017-06-01T07:41:28Z,2017-06-01T07:41:28Z,1,2,1,115,3,2,13.127777777777778,13.127777777777778
freeCodeCamp/freeCodeCamp,15157,MERGED,2017-06-01T12:58:18Z,2017-06-27T12:42:39Z,2017-06-27T12:42:39Z,5,5,1,1774,0,1,623.7391666666666,623.7391666666666
freeCodeCamp/freeCodeCamp,15187,MERGED,2017-06-03T09:04:24Z,2017-07-17T23:33:41Z,2017-07-17T23:33:41Z,20,25,4,28,9,1,1070.4880555555555,1070.4880555555555
freeCodeCamp/freeCodeCamp,15205,CLOSED,2017-06-04T15:54:28Z,,2017-09-02T01:08:59Z,83,23,4,261,12,17,,2145.2419444444445
freeCodeCamp/freeCodeCamp,15216,MERGED,2017-06-05T12:50:31Z,2017-06-10T06:09:14Z,2017-06-10T06:09:15Z,0,2,1,61,0,1,113.31194444444445,113.31194444444445
freeCodeCamp/freeCodeCamp,15228,MERGED,2017-06-06T04:42:59Z,2017-06-06T15:27:06Z,2017-06-06T15:27:06Z,1,1,1,1970,4,1,10.735277777777778,10.735277777777778
freeCodeCamp/freeCodeCamp,15231,MERGED,2017-06-06T11:43:16Z,2017-06-06T15:26:44Z,2017-06-06T15:26:44Z,1,1,1,2273,4,1,3.7244444444444444,3.7244444444444444
freeCodeCamp/freeCodeCamp,15234,MERGED,2017-06-06T18:56:06Z,2017-06-07T13:24:01Z,2017-06-07T13:24:01Z,2,3,1,929,6,1,18.46527777777778,18.46527777777778
freeCodeCamp/freeCodeCamp,15257,MERGED,2017-06-08T08:11:41Z,2017-06-08T15:29:24Z,2017-06-08T15:29:24Z,3,3,1,2068,8,1,7.295277777777778,7.295277777777778
freeCodeCamp/freeCodeCamp,15288,MERGED,2017-06-10T05:27:21Z,2017-06-11T19:51:17Z,2017-06-11T19:51:17Z,164,165,11,2000,0,2,38.39888888888889,38.39888888888889
freeCodeCamp/freeCodeCamp,15297,MERGED,2017-06-10T18:38:32Z,2017-06-11T23:15:34Z,2017-06-11T23:15:34Z,15,15,1,104,3,1,28.61722222222222,28.61722222222222
freeCodeCamp/freeCodeCamp,15331,MERGED,2017-06-12T18:14:20Z,2017-06-13T06:00:44Z,2017-06-13T06:00:44Z,14,14,2,1602,2,1,11.773333333333333,11.773333333333333
freeCodeCamp/freeCodeCamp,15358,MERGED,2017-06-13T22:43:13Z,2017-07-02T10:57:20Z,2017-07-02T10:57:20Z,0,3,1,2052,4,1,444.23527777777775,444.23527777777775
freeCodeCamp/freeCodeCamp,15408,MERGED,2017-06-17T00:50:32Z,2017-06-26T23:30:12Z,2017-06-26T23:30:12Z,2,2,1,2050,2,1,238.6611111111111,238.6611111111111
freeCodeCamp/freeCodeCamp,15415,MERGED,2017-06-17T19:02:52Z,2017-06-27T13:15:47Z,2017-06-27T13:15:47Z,1,1,1,1978,2,1,234.21527777777777,234.21527777777777
freeCodeCamp/freeCodeCamp,15417,MERGED,2017-06-17T20:39:34Z,2017-06-20T02:43:51Z,2017-06-20T02:43:52Z,1,1,1,2031,3,1,54.07138888888889,54.07138888888889
freeCodeCamp/freeCodeCamp,15420,MERGED,2017-06-17T22:12:09Z,2017-06-21T22:30:31Z,2017-06-21T22:30:31Z,75,0,7,2149,3,3,96.30611111111111,96.30611111111111
freeCodeCamp/freeCodeCamp,15435,MERGED,2017-06-18T23:07:03Z,2017-06-27T12:51:37Z,2017-06-27T12:51:37Z,2,1,1,2165,0,1,205.74277777777777,205.74277777777777
freeCodeCamp/freeCodeCamp,15484,MERGED,2017-06-22T17:07:55Z,2017-06-27T12:45:14Z,2017-06-27T12:45:14Z,2,2,1,1667,2,1,115.62194444444444,115.62194444444444
freeCodeCamp/freeCodeCamp,15506,MERGED,2017-06-23T17:57:24Z,2017-06-26T17:44:19Z,2017-06-26T17:44:19Z,28,30,14,1714,1,2,71.78194444444445,71.78194444444445
freeCodeCamp/freeCodeCamp,15508,MERGED,2017-06-23T19:36:28Z,2017-09-26T04:03:45Z,2017-09-26T04:03:45Z,21,120,6,2221,8,2,2264.4547222222222,2264.4547222222222
freeCodeCamp/freeCodeCamp,15515,MERGED,2017-06-24T15:56:17Z,2017-07-01T17:50:42Z,2017-07-01T17:50:42Z,2,2,1,1984,3,1,169.90694444444443,169.90694444444443
freeCodeCamp/freeCodeCamp,15539,MERGED,2017-06-26T18:27:50Z,2017-09-06T01:32:59Z,2017-09-06T01:33:00Z,6,4,1,2014,7,1,1711.0858333333333,1711.0858333333333
freeCodeCamp/freeCodeCamp,15540,CLOSED,2017-06-26T18:49:05Z,,2017-06-26T23:32:55Z,2,2,1,442,1,1,,4.730555555555555
freeCodeCamp/freeCodeCamp,15545,MERGED,2017-06-26T23:31:31Z,2017-06-28T16:54:18Z,2017-06-28T16:54:19Z,1,1,1,2121,4,1,41.37972222222222,41.37972222222222
freeCodeCamp/freeCodeCamp,15549,MERGED,2017-06-27T15:31:37Z,2017-07-02T17:19:07Z,2017-07-02T17:19:07Z,2,1,1,1690,9,6,121.79166666666667,121.79166666666667
freeCodeCamp/freeCodeCamp,15557,MERGED,2017-06-28T05:38:28Z,2017-06-28T16:13:10Z,2017-06-28T16:13:10Z,67,25,2,0,3,1,10.578333333333333,10.578333333333333
freeCodeCamp/freeCodeCamp,15561,MERGED,2017-06-28T19:43:20Z,2017-07-02T14:15:23Z,2017-07-02T14:15:23Z,1,1,1,1726,9,4,90.53416666666666,90.53416666666666
freeCodeCamp/freeCodeCamp,15573,MERGED,2017-06-30T20:49:17Z,2017-07-01T20:06:49Z,2017-07-01T20:06:49Z,2,2,1,0,0,1,23.29222222222222,23.29222222222222
freeCodeCamp/freeCodeCamp,15574,MERGED,2017-06-30T23:30:05Z,2017-07-01T17:35:18Z,2017-07-01T17:35:18Z,1,1,1,2099,0,1,18.086944444444445,18.086944444444445
freeCodeCamp/freeCodeCamp,15589,MERGED,2017-07-03T05:35:42Z,2017-07-05T21:49:58Z,2017-07-05T21:49:58Z,9542,5,3,88,2,1,64.23777777777778,64.23777777777778
freeCodeCamp/freeCodeCamp,15608,MERGED,2017-07-08T13:46:44Z,2017-07-09T05:36:32Z,2017-07-09T05:36:32Z,1,2,1,1879,3,3,15.83,15.83
freeCodeCamp/freeCodeCamp,15619,MERGED,2017-07-10T04:20:06Z,2017-07-10T15:22:53Z,2017-07-10T15:22:53Z,2,3,1,2252,1,1,11.046388888888888,11.046388888888888
freeCodeCamp/freeCodeCamp,15627,MERGED,2017-07-11T20:49:36Z,2017-09-04T08:16:51Z,2017-09-04T08:16:51Z,4,4,1,2120,2,2,1307.4541666666667,1307.4541666666667
freeCodeCamp/freeCodeCamp,15628,MERGED,2017-07-12T01:47:05Z,2017-07-13T18:39:08Z,2017-07-13T18:39:08Z,590,496,17,685,1,1,40.8675,40.8675
freeCodeCamp/freeCodeCamp,15634,CLOSED,2017-07-12T05:49:35Z,,2017-09-02T01:08:59Z,4,2,1,2059,1,3,,1243.3233333333333
freeCodeCamp/freeCodeCamp,15660,MERGED,2017-07-17T01:07:33Z,2017-10-17T17:41:46Z,2017-10-17T17:41:46Z,40,0,1,2518,19,10,2224.570277777778,2224.570277777778
freeCodeCamp/freeCodeCamp,15661,CLOSED,2017-07-17T03:47:38Z,,2017-10-17T19:21:36Z,17,57,1,2268,10,11,,2223.5661111111112
freeCodeCamp/freeCodeCamp,15670,MERGED,2017-07-20T15:45:29Z,2017-08-01T16:22:24Z,2017-08-01T16:22:24Z,2,1,1,2026,6,3,288.6152777777778,288.6152777777778
freeCodeCamp/freeCodeCamp,15671,MERGED,2017-07-20T19:14:46Z,2017-07-31T20:50:14Z,2017-07-31T20:50:15Z,1,0,1,1980,4,2,265.5911111111111,265.5911111111111
freeCodeCamp/freeCodeCamp,15682,MERGED,2017-07-23T11:46:37Z,2017-07-28T15:42:06Z,2017-07-28T15:42:06Z,20,16,1,3031,14,25,123.92472222222223,123.92472222222223
freeCodeCamp/freeCodeCamp,15686,MERGED,2017-07-25T06:36:00Z,2017-07-28T13:43:30Z,2017-07-28T13:43:30Z,7,0,1,2139,4,1,79.125,79.125
freeCodeCamp/freeCodeCamp,15724,MERGED,2017-08-03T08:02:00Z,2017-08-04T03:41:39Z,2017-08-04T03:41:39Z,14,51,2,98,7,1,19.660833333333333,19.660833333333333
freeCodeCamp/freeCodeCamp,15734,MERGED,2017-08-04T07:49:48Z,2017-08-06T02:17:14Z,2017-08-06T02:17:14Z,9,0,1,2104,4,3,42.45722222222222,42.45722222222222
freeCodeCamp/freeCodeCamp,15737,MERGED,2017-08-05T18:58:43Z,2017-08-11T19:51:04Z,2017-08-11T19:51:04Z,61,3,7,1945,18,6,144.8725,144.8725
freeCodeCamp/freeCodeCamp,15742,MERGED,2017-08-08T04:04:35Z,2017-08-08T17:44:57Z,2017-08-08T17:44:57Z,8,8,1,2051,0,1,13.672777777777778,13.672777777777778
freeCodeCamp/freeCodeCamp,15751,MERGED,2017-08-11T11:47:55Z,2017-10-20T14:28:32Z,2017-10-20T14:28:32Z,45,0,1,2041,17,5,1682.6769444444444,1682.6769444444444
freeCodeCamp/freeCodeCamp,15758,MERGED,2017-08-12T21:36:06Z,2017-09-04T21:22:05Z,2017-09-04T21:22:06Z,24,2,1,1978,12,4,551.7663888888889,551.7663888888889
freeCodeCamp/freeCodeCamp,15764,MERGED,2017-08-14T16:25:06Z,2017-08-15T02:37:10Z,2017-08-15T02:37:10Z,5,3,1,1940,2,1,10.20111111111111,10.20111111111111
freeCodeCamp/freeCodeCamp,15774,MERGED,2017-08-18T19:36:00Z,2017-09-06T05:04:27Z,2017-09-06T05:04:27Z,444,480,15,71,7,2,441.4741666666667,441.4741666666667
freeCodeCamp/freeCodeCamp,15775,MERGED,2017-08-18T20:25:37Z,2017-08-21T21:53:55Z,2017-08-21T21:53:55Z,8,1,2,2218,1,2,73.47166666666666,73.47166666666666
freeCodeCamp/freeCodeCamp,15780,MERGED,2017-08-20T12:41:23Z,2017-09-11T07:53:16Z,2017-09-11T07:53:17Z,8,1,1,2380,3,5,523.1980555555556,523.1980555555556
freeCodeCamp/freeCodeCamp,15787,MERGED,2017-08-21T20:50:45Z,2017-09-03T22:38:21Z,2017-09-03T22:38:21Z,5,4,3,2205,6,2,313.79333333333335,313.79333333333335
freeCodeCamp/freeCodeCamp,15788,CLOSED,2017-08-22T13:12:34Z,,2017-09-02T03:27:58Z,9,5,1,6099,3,2,,254.25666666666666
freeCodeCamp/freeCodeCamp,15794,MERGED,2017-08-24T00:21:15Z,2017-09-16T02:19:25Z,2017-09-16T02:19:26Z,5,5,1,924,5,4,553.9694444444444,553.9694444444444
freeCodeCamp/freeCodeCamp,15800,CLOSED,2017-08-24T23:19:48Z,,2017-12-13T06:31:08Z,5,5,1,1032,6,1,,2647.188888888889
freeCodeCamp/freeCodeCamp,15801,MERGED,2017-08-24T23:48:01Z,2017-09-01T02:11:37Z,2017-09-01T02:11:37Z,5,5,3,1322,5,6,170.39333333333335,170.39333333333335
freeCodeCamp/freeCodeCamp,15804,MERGED,2017-08-25T22:12:04Z,2017-09-01T02:05:51Z,2017-09-01T02:05:51Z,290,290,40,1104,4,2,147.89638888888888,147.89638888888888
freeCodeCamp/freeCodeCamp,15813,CLOSED,2017-08-28T00:59:39Z,,2017-10-14T16:52:08Z,8,0,1,50,2,1,,1143.8747222222223
freeCodeCamp/freeCodeCamp,15817,MERGED,2017-08-29T11:46:49Z,2017-09-02T02:09:21Z,2017-09-02T02:09:21Z,2,1,1,2251,6,2,86.37555555555555,86.37555555555555
freeCodeCamp/freeCodeCamp,15833,MERGED,2017-09-02T04:43:46Z,2017-11-01T20:45:52Z,2017-11-01T20:45:52Z,15,11,1,2352,11,4,1456.035,1456.035
freeCodeCamp/freeCodeCamp,15841,MERGED,2017-09-03T22:43:06Z,2017-09-04T16:23:35Z,2017-09-04T16:23:35Z,2,2,1,1929,3,3,17.674722222222222,17.674722222222222
freeCodeCamp/freeCodeCamp,15842,MERGED,2017-09-03T23:14:00Z,2017-09-04T10:03:40Z,2017-09-04T10:03:41Z,1,1,1,2000,1,1,10.827777777777778,10.827777777777778
freeCodeCamp/freeCodeCamp,15845,MERGED,2017-09-04T11:08:53Z,2017-09-08T07:19:18Z,2017-09-08T07:19:19Z,10,4,2,2647,17,4,92.17361111111111,92.17361111111111
freeCodeCamp/freeCodeCamp,15877,MERGED,2017-09-12T06:04:58Z,2017-10-06T00:26:27Z,2017-10-06T00:26:27Z,3389,0,1,1991,7,1,570.3580555555556,570.3580555555556
freeCodeCamp/freeCodeCamp,15880,CLOSED,2017-09-12T13:22:41Z,,2017-09-15T08:24:12Z,1,1,1,2290,1,4,,67.02527777777777
freeCodeCamp/freeCodeCamp,15886,MERGED,2017-09-14T20:50:12Z,2017-09-17T10:14:51Z,2017-09-17T10:14:51Z,3,1,1,2011,1,1,61.410833333333336,61.410833333333336
freeCodeCamp/freeCodeCamp,15891,MERGED,2017-09-17T09:33:41Z,2017-10-03T21:03:00Z,2017-10-03T21:03:00Z,1,104,3,294,2,1,395.4886111111111,395.4886111111111
freeCodeCamp/freeCodeCamp,15896,CLOSED,2017-09-18T02:18:08Z,,2017-12-20T20:02:01Z,6,1,2,2228,2,3,,2249.731388888889
freeCodeCamp/freeCodeCamp,15902,CLOSED,2017-09-19T00:08:48Z,,2017-10-17T21:26:36Z,11,0,1,2054,9,1,,693.2966666666666
freeCodeCamp/freeCodeCamp,15916,MERGED,2017-09-25T17:52:26Z,2017-09-27T06:06:22Z,2017-09-27T06:06:22Z,16,2,1,2060,7,2,36.23222222222222,36.23222222222222
freeCodeCamp/freeCodeCamp,15923,MERGED,2017-10-02T09:06:32Z,2017-10-17T19:24:57Z,2017-10-17T19:24:57Z,25,0,1,1838,4,2,370.30694444444447,370.30694444444447
freeCodeCamp/freeCodeCamp,15928,MERGED,2017-10-02T12:21:59Z,2017-10-23T19:27:47Z,2017-10-23T19:27:47Z,3,1,1,1620,1,1,511.0966666666667,511.0966666666667
freeCodeCamp/freeCodeCamp,15930,MERGED,2017-10-02T19:43:07Z,2017-10-04T05:56:15Z,2017-10-04T05:56:15Z,27,0,2,1163,6,2,34.21888888888889,34.21888888888889
freeCodeCamp/freeCodeCamp,15934,MERGED,2017-10-04T04:27:19Z,2017-10-06T21:06:27Z,2017-10-06T21:06:27Z,4,2,1,167,1,6,64.65222222222222,64.65222222222222
freeCodeCamp/freeCodeCamp,15937,MERGED,2017-10-04T16:24:27Z,2017-10-08T13:48:35Z,2017-10-08T13:48:35Z,119,6,2,2043,10,3,93.40222222222222,93.40222222222222
freeCodeCamp/freeCodeCamp,15940,MERGED,2017-10-05T21:09:46Z,2017-10-11T00:15:41Z,2017-10-11T00:15:41Z,17,1,1,1904,8,6,123.09861111111111,123.09861111111111
freeCodeCamp/freeCodeCamp,15944,MERGED,2017-10-07T05:06:29Z,2017-10-23T20:04:10Z,2017-10-23T20:04:11Z,37,0,1,2459,0,1,398.9613888888889,398.9613888888889
freeCodeCamp/freeCodeCamp,15954,MERGED,2017-10-13T05:59:34Z,2017-10-14T16:46:21Z,2017-10-14T16:46:22Z,2,3,2,2166,10,1,34.77972222222222,34.77972222222222
freeCodeCamp/freeCodeCamp,15961,MERGED,2017-10-14T21:43:25Z,2017-10-17T18:19:07Z,2017-10-17T18:19:07Z,0,3,1,1948,0,1,68.595,68.595
freeCodeCamp/freeCodeCamp,15963,CLOSED,2017-10-16T03:08:02Z,,2017-12-13T06:29:19Z,15,10,2,2471,1,1,,1395.3547222222223
freeCodeCamp/freeCodeCamp,15970,MERGED,2017-10-17T18:13:15Z,2017-10-25T05:00:31Z,2017-10-25T05:00:32Z,2,0,1,1972,1,3,178.7877777777778,178.7877777777778
freeCodeCamp/freeCodeCamp,15983,MERGED,2017-10-18T21:01:33Z,2018-01-04T10:58:30Z,2018-01-04T10:58:30Z,11,10,1,1978,5,2,1861.9491666666668,1861.9491666666668
freeCodeCamp/freeCodeCamp,15985,MERGED,2017-10-19T06:52:13Z,2017-11-27T20:40:57Z,2017-11-27T20:40:57Z,40,29,7,436,5,2,949.8122222222222,949.8122222222222
freeCodeCamp/freeCodeCamp,15986,CLOSED,2017-10-19T08:31:42Z,,2017-11-26T00:41:04Z,7,4,1,1926,1,1,,904.1561111111112
